Sentence,Sentiment
"O lucro operacional diminuiu para 16 milhões de euros, de 21,1 milhões de euros em 2008.",neutral
"A PCS Digital Guatemala utiliza o sistema pré - pago da Tecnomen nas redes fixas de Telgua , bem como o acesso múltiplo por divisão de código , ou CDMA , e o sistema global de comunicação móvel , ou GSM , desde 2003 .",neutral
"A empresa divulgará mais detalhes, incluindo o cronograma previsto da transação e o nome do novo investidor, dentro de uma semana.",neutral
``O número de erros de cobrança caiu consideravelmente e as operações ficaram mais rápidas.,positive
Seguradora Old Mutual escolhe Hemphill do Standard Bank como novo CEO,neutral
"Dicas de corretoras: RBS, Croda, Sage",positive
"O lucro operacional foi de 0,6 milhões de euros, acima de uma perda de 19 milhões de euros um ano antes.",positive
"As reduções serão implementadas imediatamente , a partir de Outubro de 2009 .",neutral
$EBAY teve um bom rompimento com a recente consolidação. Parabéns a quem teve. http://stks.co/2TAd,positive
"A empresa pretende fechar duas das três linhas da fábrica, onde cerca de 450 empregos estão ameaçados.",negative
O contrato inclui equipamentos para instalações de aquecimento e trabalhos de instalação associados.,neutral
Kinder Morgan e BP formam empresa de responsabilidade limitada de joint venture para comprar ...,positive
"A Qualcomm estimou um lucro no primeiro trimestre entre 46 e 50 centavos por ação, excluindo certos itens, abaixo da estimativa dos analistas de 61 centavos por ação.",negative
"A Neste Oil Corp. assinou contratos de aquisição de longo prazo com a Honkajoki Oy e a Findest Protein Oy, ambas de propriedade de fabricantes de alimentos finlandeses, para o fornecimento de gordura animal para a produção de biodiesel na refinaria de 200.000 b-cd da Neste em Porvoo, Finlândia.",positive
O investimento total em 2006 e 2007 deverá ascender a cerca de 75 milhões de euros.,neutral
Mursula disse que eles tentaram reunir uma perspectiva macroeconômica para ver como a Malásia estava se saindo.,neutral
O material de apresentação poderá ser visualizado no site da empresa em inglês após a conferência.,neutral
"A finlandesa Metso Paper ganhou um pedido para fornecer uma máquina de papel fino não revestido para a MCC Paper Yinhe, na China.",positive
"Quando concluída, a Torre de Vigia de 120 metros será o edifício mais alto da Irlanda.",neutral
"A Galeria Podlaska, um shopping center na rua Wysockiego, em Bia`ystok, está aproximadamente 60% locada ou reservada.",neutral
A borda frontal dobrável do produto maximiza a resistência às intempéries e permite um acabamento de telhado perfeito.,neutral
"A Intuitive Surgical $ISRG está em uma ótima posição financeira, dê uma olhada https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive
Dragonfly Love é outro vídeo filmado do início ao fim usando o Nokia N8.,neutral
"O novo bloco de apartamentos será construído muito perto do centro da cidade, explicou o presidente do conselho da AS YIT, Ehitus Priit Sauk.",neutral
"25 de março de 2011 - O fabricante finlandês de eletrônicos Scanfil Oyj HEL: SCF1V disse hoje que seu plano de fundir o Scanfil EMS Group, de propriedade integral, com a Ojala-Yhtyma Oy encontrou um obstáculo, pois os acionistas da rival doméstica rejeitaram o acordo.",neutral
REFILE-Hikma e Barclays ajudam o FTSE britânico a subir mais alto,positive
"A Hobby Hall, unidade de vendas por correspondência do Grupo Finlandês Stockmann, lançou uma campanha experimental de marketing na Rússia.",neutral
$UTSI http://stks.co/15uR Configuração longa. Relatou ganhos muito bons.,positive
"A Quartal Oy possui agora 2.094.063 ações da Satama Interactive Plc, o que representa 5,19 por cento do capital social e dos direitos de voto.",neutral
A procura foi intensa como esperado e os níveis de encomendas permaneceram elevados.,positive
ADPnews - 28 de setembro de 2009 - A fabricante finlandesa de wafers de silício Okmetic Oyj HEL: OKM1V disse que reduzirá o número de seus funcionários administrativos em 22 no mundo todo como resultado das negociações de pessoal concluídas hoje.,negative
"O lucro antes de impostos diminuiu 37%, para EUR 193,1 milhões, ante EUR 305,6 milhões.",neutral
"A carteira de encomendas da empresa situou-se em 1,5 mil milhões de euros (2,2 mil milhões de dólares) em 30 de Setembro de 2007, um aumento de 24,2% no ano, com encomendas internacionais no valor de 365 milhões de euros (534,3 milhões de dólares).",positive
"O lucro operacional comparável do trimestre diminuiu de 510 milhões de euros , enquanto as vendas aumentaram de 860 milhões de euros , em comparação com o terceiro trimestre de 2007 .",negative
Barclays pronto para substituir Sir Mike Rake enquanto ele se dirige para a saída,neutral
"As vendas da unidade caíram no ano passado, depois que a indústria foi atingida por fortes nevascas nos principais resorts no inverno de 2006-07.",negative
"Barclays nomeia Paul Compton, do JPMorgan, como novo COO",neutral
"$AAPL recupera o suporte, ao que parece",positive
"O lucro operacional caiu para 38,1 milhões de euros, contra 55,3 milhões de euros em 2007.",neutral
"O parlamento estónio deveria votar na quarta - feira alterações à lei dos impostos especiais de consumo que acrescentariam 0,42 coroas ao preço de um litro de diesel e 0,45 coroas ao preço de um litro de gasolina a partir do início de 2010 .",neutral
A Elcoteq possui um histórico comprovado em serviços de fabricação de eletrônicos (EMS) e uma rede global de fábricas combinada com equipamentos de fabricação modernos e sistemas e processos consistentes.,positive
$MTD (Mettler-Toledo) pronto para um rompimento,positive
"HSBC sacode conselho com dois novos chefes de negócios, três saídas",neutral
"Os inventores são Ridge Justin, Bao Yiliang e Karczewicz Marta.",neutral
"Também é possível se candidatar a vagas diretamente do iPad, selecionar qual currículo anexar e qual carta de apresentação mais adequada para cada vaga.",neutral
"Desta forma, o ponto de partida da indústria tem sido as necessidades dos consumidores.",neutral
"O procurador também exige que a Outokumpu pague uma multa de 800 mil euros, no máximo.",neutral
"Em 2008, gerou vendas líquidas de 9,3 milhões de euros e 13,1 milhões de dólares.",neutral
"Publicado pela Globes online, notícias de negócios de Israel - www.globes-online.com - em 16 de novembro de 2009 -® Copyright da Globes Publisher Itonut 1983 Ltd. 2009",neutral
O contrato de 17 milhões de euros inclui trabalhos de concepção e construção.,neutral
$AAPL Supere as estimativas. Ainda cairá por falta de novos produtos. https://t.co/sX3z7u6N8o,negative
Delhaize Le Lion selecionou o Aldata G.O.L.D. Solução PDA vocal no terminal PDA Motorola WT4090.,neutral
"A Polícia e a Pensão dos Bombeiros de Baltimore, que tem cerca de 1,5 mil milhões de dólares, perderam cerca de 3,5 milhões de dólares no esquema Ponzi de Madoff.",neutral
"Segundo a empresa , o seu lucro operacional , excluindo itens não recorrentes , no quarto trimestre de 2009 foi significativamente melhor do que o esperado , e também melhor do que os números do quarto trimestre de 2008 .",positive
"Estas novas unidades serão construídas nas instalações fabris de última geração da Cargotec em San Antonio , Texas , EUA , que iniciou operações em 2009 .",neutral
"O prejuízo operacional totalizou 4,0 milhões de euros , em comparação com um lucro de 8,6 milhões de euros no segundo trimestre de 2008 .",neutral
"29 de setembro de 2010 A empresa finlandesa de gestão e reciclagem de resíduos Lassila & Tikanoja expande suas operações na Rússia com a introdução de sua unidade de reciclagem recentemente concluída na cidade de Dubna, perto de Moscou.",positive
A Biohit já atende muitos clientes atuais da Genesis e espera-se que a base de clientes se expanda como resultado deste acordo.,positive
"ATUALIZAÇÃO: CIB, Legal & General vendem joint venture da Egyptian Life para a AXA",positive
``O lucro operacional caiu principalmente devido ao aumento do custo da madeira e da fibra reciclada e ao fortalecimento do euro.'',negative
"Isto será feito internamente e nos mercados vizinhos, tanto organicamente como através de aquisições.",neutral
"Movimentadores do News FeedFTSE 100: Ashtead salta em fortes interinos; Glencore, BP em ...",positive
"Elite Residence Tower, um novo empreendimento da Tameer, está localizado no coração da Marina de Dubai.",neutral
"@StockTwits: @Kbkiwi: $ TSLA As vendas do Tesla Model S excedem a meta, orientação de lucratividade alterada para cima: http://stks.co/jQ0w""""",positive
Tesco vende metade da participação no site de comércio eletrônico Lazada para o Alibaba por £ 90 milhões,neutral
"Além disso, o Departamento de Comércio dos EUA publicou números de gastos com construção piores do que o esperado para Novembro.",negative
"A Baltic Pearl CJSC, uma subsidiária da Shanghai Foreign Joint Investment Company, está a desenvolver um projecto em São Petersburgo, que compreende cerca de um milhão de metros quadrados de espaço residencial, dois hospitais e várias escolas e creches.",neutral
Eles também estão preocupados com o facto de algumas das máquinas e do trabalho serem transferidos para a Polónia.,negative
Aprovação pelos acionistas da Cencorp de acordo com a legislação finlandesa.,neutral
"A empresa disse que fornecerá a rede de rádio WCDMA 3G-HSPA, incluindo a estação base modular e de alta capacidade Nokia Flexi WCDMA em Java Oriental, Bali, Sumatra e Batam.",positive
$RSH - em busca do primeiro trimestre lucrativo em 3 anos!!!  ;).  LONGO E FORTE,positive
$MFLX pré-mkt. Parece que o GAP foi preenchido... procurando 4 opções curtas aqui,negative
O fabricante finlandês de máquinas florestais Ponsse concordou com a Volvo no início da cooperação na América Latina.,positive
"4 de fevereiro de 2011 - O provedor finlandês de sistemas de comunicação de dados em banda larga Teleste Oyj HEL: A TLT1V viu seu lucro líquido saltar para 2,1 milhões de euros no último trimestre de 2010, de 995.000 euros no mesmo período de 2009.",positive
"Na rota entre Helsinque, na Finlândia, e Tallinn, na Estônia, os volumes de carga aumentaram 36%, enquanto os volumes de carga entre a Finlândia e a Suécia caíram 9%.",neutral
"Irish Said Chasing Standard Chartered, RBS à medida que a votação do Brexit se aproxima",positive
"Helsinque em 22 de outubro de 2008 SSH COMMUNICATIONS SECURITY CORP Conselho de Administração Para mais informações, entre em contato com: Tomi Laamanen, Presidente, tel. +358 0 400 609 544 Distribuição: NASDAQ OMX Helsinki Ltd.",neutral
Alto volume de $ YOKU decola na sexta-feira e sobe http://stks.co/qSaL,positive
"Kemira, com sede em Helsinque, Finlândia, é um grupo químico internacional que compreende as áreas de negócios Kemira Pulp & Paper, Kemira Water, Kemira Specialty e Kemira Coatings.",neutral
"Chique e alegre, a casa de design finlandesa Marimekko tem enviado seus têxteis geométricos para o mundo nos últimos 60 anos.",neutral
A recuperação da procura que começou no final de 2009 continuou em Janeiro-Março de 2010 .,positive
"O lucro operacional comparável diminuiu para 13,8 milhões de euros, de 17,1 milhões de euros no período correspondente em 2005.",neutral
"GUANGDONG, 26 de outubro, SinoCast - A filial de Dongguan da Nokia Telecommunications assinou uma carta de intenções para abrir uma Nokia Class na Politécnica de Qingyuan, cidade de Qingyuan, província de Guangdong.",neutral
"Contudo, a empresa não pode abandonar completamente o óleo de palma.",neutral
"Em 2007 , as vendas líquidas do Grupo ascenderam a 22 milhões de euros e contava com cerca de 150 colaboradores no final de Junho de 2008 .",neutral
``A Marimekko opera numa indústria em que as mudanças no clima de negócios se reflectem na procura dos consumidores.,neutral
Dívida dos EUA atrai Schroders enquanto BCE reduz taxas,neutral
"A Outotec está atualmente entregando uma nova planta de processamento de xisto betuminoso para a Eesti Energia na Estônia, baseada na tecnologia Enefit, que foi desenvolvida em conjunto pela Eesti Energia e pela Outotec.",neutral
"A perspectiva de EPS aumentou 5,6 por cento para 2007 e 7,0 por cento para 2008 .",positive
"A empresa tem cerca de 410 funcionários e um volume de negócios anual de 65,4 milhões de euros. O Grupo Vaahto está listado na Nordic Exchange em Helsinque.",neutral
"$DPZ estourou agora seu canal de bandeira de alta e atingiu novos máximos, mas o volume é muito baixo",positive
"$AMZN rejeitou aquele 604 por centavo. Abertura fraca e vai r/g nos primeiros 30 minutos, pode ter 8 a 10 pontos. https://t.co/58tEAEXxpE",negative
Esta negociação de opções de ações de $ BBBY teria mais que duplicado o seu dinheiro https://t.co/Oa0loiRIJL via @TheStreet,positive
"As perdas antes de impostos totalizaram 1,2 milhões de euros , abaixo dos lucros de 2,1 milhões de euros em 2004 .",negative
As entregas do #Tesla Model S aumentaram 35% na Alemanha - entregas recordes em março [Gráfico] https://t.co/yCnClcBImV $TSLA,positive
O lucro operacional das fábricas asiáticas cresceu acentuadamente.,positive
"O procurador também exige que a Outokumpu pague uma multa de 800 mil euros, no máximo.",negative
A Konecranes comunicou anteriormente uma redução estimada de cerca de 1.600 funcionários a nível de grupo em 2009 .,negative
A fábrica de Oulu emprega aproximadamente 120 pessoas.,neutral
às 9:00 EET O Relatório Anual da Alma Media de 2009 está programado para ser publicado na semana 9 do calendário.,neutral
"Diretor de Excelência Empresarial da SCOPI, Eng.",neutral
O capital social da Basware Corporation é 11.720.829.,neutral
Nova dupla de Morrisons obtém apoio do ex-chefe para dissipar a tensão dos investidores,positive
O pedido também inclui serviços de start-up e comissionamento.,neutral
"“As entregas da UPM aumentaram 4% durante o terceiro trimestre e a eficiência das operações melhorou”, disse o presidente-executivo Jussi Pesonen.",positive
"O presidente-executivo da Outokumpu, Juha Rantanen, expressou sua confiança no mercado chinês.",positive
Senhor K. R. Vasantha foi nomeada Diretora Geral da Incap Contract Manufacturing Services Unip. Ltda.,neutral
"A empresa é responsável por todas as atividades de armazenamento de gás natural na França, Grã-Bretanha e Alemanha.",neutral
Esta solução é uma extensão da solução de mediação on-line existente fornecida anteriormente pela Comptel e pela IBM.,neutral
"Com o governo federal dos EUA apostando no terreno, os fornecedores – e seus clientes – estão focados em cumprir o prazo.",neutral
"A construtora finlandesa YIT Corporation está planejando construir cerca de 200 casas de férias de alta qualidade perto do resort de esqui e spa Tahko, na Finlândia.",positive
"O lucro operacional totalizou 6,7 milhões de euros , abaixo dos 7,2 milhões de euros no período correspondente de 2005 .",neutral
O terceiro pedido concedido à Outokumpu Technology é da Shalkiya Zinc do Cazaquistão para o projeto Shalkiya zinco-chumbo no Cazaquistão.,positive
"Em Junho, vendeu uma participação de 30 por cento à Nordstjernan e o grupo de investimento assumiu agora a opção de adquirir as restantes acções da EQT.",neutral
"A representante letã da Tiimari , Ineta Zaharova , disse que a empresa obteve um lucro de LVL 122.000 em 2005 , o que é 20 vezes mais do que em 2004 .",positive
"O lucro operacional caiu para 35,4 milhões de euros, de 68,8 milhões de euros em 2007, incluindo ganhos de vendas de navios de 12,3 milhões de euros.",negative
"$SMH recebeu um sinal de venda em 04/06 e precisa retirar 39,28 para subir, caso contrário, cairá abaixo de 37,60, gap abaixo de 35,38",negative
As negociações dizem respeito a 246 trabalhadores assalariados e seniores e estão previstas para serem concluídas em seis semanas.,neutral
A produção deverá ser liquidada antes de Junho de 2009 e 325 trabalhadores perderão os seus empregos.,negative
ADP News - 29 de maio de 2009 - O Bank of America BofA rebaixou hoje suas classificações da fabricante de papel sueco-finlandesa Stora Enso Oyj HEL: STERV e do player finlandês do setor UPM-Kymmene Oyj HEL: UPM1V para `` underperf,neutral
Deutsche Bank rebaixa Starbucks por causa do novo programa de fidelidade https://t.co/Iy4LCUGABc $SBUX,negative
"O lucro operacional, excluindo itens não recorrentes, totalizou EUR 1,0 milhão, abaixo dos EUR 1,6 milhão.",neutral
"A empresa disse que o segmento Offshore representou 43% do total de pedidos de motores marítimos para o período de julho a setembro de 2010, Mercante 33%, Embarcações Especiais 18%, e Cruzeiros e Balsas e Projeto de Navios - 2% e 3%, respectivamente.",neutral
"O Grupo Finlandês Vaahto, que fornece tecnologia para a fabricação de papel e máquinas de processo, está iniciando negociações relativas às demissões temporárias de todos os 140 funcionários nas fábricas da empresa em Hollola e Tampere, na Finlândia.",neutral
"De acordo com o director-geral da cadeia finlandesa de estações de serviço St1, Kim Wiio, a empresa foi forçada a fazer compras com preços crescentes no primeiro semestre de 2008, e agora os preços no consumidor estão a descer quase diariamente devido à concorrência.",negative
Um filtro é usado para pré-processar pacotes para determinar se eles precisam ser processados ​​posteriormente pelo processador do dispositivo de rede.,neutral
"Altona afirmou que a empresa privada do presidente da Altona, Kevin Maloney, Tulla Resources, assumiria integralmente os seus direitos.",neutral
"No entanto , estima - se que as vendas líquidas em 2010 tenham crescido para 598,3 milhões de euros , contra 582,3 milhões de euros em 2009 .",positive
"O corretor holandês observou que a Nokian Tires reportou um bom primeiro trimestre em 2006, acima ou em linha com o consenso.",positive
A área do Okhta Center deverá ter cerca de 700.000 metros quadrados de escritórios até 2016.,neutral
"O lucro operacional melhorou para 20,3 milhões de euros, de 11,4 milhões de euros.",positive
lojas 16 de março de 2010 - A varejista finlandesa de artigos de papelaria e presentes Tiimari HEL: A TII1V disse ontem que cortará um total de 28 empregos em suas unidades Tiimari Retail Ltd e Gallerix Finland Ltd como resultado do fechamento de lojas.,negative
A transação deverá ser concluída na próxima primavera.,neutral
A empresa espera que as suas vendas líquidas durante todo o ano de 2009 permaneçam abaixo do nível de 2008.,neutral
"Tanto o lucro operacional quanto as vendas líquidas do período de 12 meses aumentaram, respectivamente, de EUR 21,5 milhões e EUR 196,1 milhões, em comparação a 2005.",positive
"A empresa atende clientes em vários setores, incluindo processos e recursos, maquinário industrial, arquitetura, construção civil, elétrica, transporte, eletrônica, química, petroquímica, energia e tecnologia da informação, bem como catering e residências.",neutral
Clientes de uma ampla variedade de indústrias utilizam nosso aço inoxidável e nossos serviços em todo o mundo.,neutral
O número total de direitos de voto é 74.612.523.,neutral
"O Sr. Bakman vê também opções de expansão na ligação Tallinn-Helisnki, alegando, no entanto, que operar a ligação com apenas um único navio não é suficiente.",neutral
"$ZAGG se preparando... Meta de US$ 15 mais em um fechamento acima de US$ 13,50 em um volume diário melhor que a média http://chart.ly/lha44tn",positive
"A transportadora nacional finlandesa disse que o prejuízo líquido de Abril a Junho foi de 26 milhões de euros, abaixo do lucro líquido de 13 milhões de euros um ano antes.",negative
"A Comissão Europeia disse anteriormente que multou a ThyssenKrupp, a Otis da United Technologies Corp, a Schindler AG e a Kone Oyj num total de 992,3 milhões de euros por alegada actividade de cartel no mercado de elevadores que remonta a doze anos.",negative
"Recentemente a empresa decidiu construir uma segunda fábrica idêntica no mesmo local, com entrada em operação no final de 2008.",neutral
para @ vnoto74 seguir: após um sinal de VENDA por $NDX internos [23/06] ~> VENDA técnica $QQQ [25/06] ~> PARA BAIXO,negative
As vendas líquidas da Talentum em setembro foram menores que o esperado.,neutral
"O comércio da Índia com a Rússia é actualmente de quatro mil milhões de dólares , crescendo 9,6 por cento no ano fiscal de 2007 .",positive
Uma lei da UE sobre esta questão poderá ser introduzida por volta de 2010 .,neutral
"$BIOC RSI extremamente a favor do longo prazo, olhando para o BIOC historicamente.",positive
"O lucro operacional consolidado excluindo itens extraordinários foi de EUR 30,6 milhões, acima dos EUR 29,6 milhões do ano anterior.",positive
"Uma ampla gama de opções de conectividade, incluindo 3G-HSPA e Wi-Fi, oferece aos consumidores acesso à Internet de alta velocidade.",neutral
"As vendas de sete meses da Ragutis, controlada pela cervejaria finlandesa Olvi, diminuíram 11,2 por cento, para 15,41 milhões de litros, e a empresa detinha 9,89 por cento do mercado.",neutral
"Seu portfólio de produtos inclui colheitadeiras, forwarders, cabeçotes colheitadeiras, bem como guindastes e carregadeiras.",neutral
$YHOO Prestes a estourar no 5-min...,positive
"A Digia também criará duas subsidiárias, Digia Norway AS e Digia USA Inc..",neutral
"O contrato também inclui corte e afiação de peças de vagões nos centros de serviços de aço da Ruukki em Seinajoki e Raahe, de onde serão entregues à VR para soldagem e montagem.",neutral
AB InBev ataca rejeição de oferta da SABMiller,negative
"medidas de melhoria de eficiência 20 de janeiro de 2010 – O varejista finlandês de artigos de papelaria e presentes Tiimari HEL: A TII1V disse hoje que continuará a melhorar sua eficiência operacional, concentrando-se em suas operações principais lucrativas.",positive
"Opera sob três marcas distintas: United Supermarkets, Market Street e United Supermercado.",neutral
"O lucro por acção (EPS) ascendeu a uma perda de 0,06 euros.",negative
"A empresa tinha prémios brutos emitidos de 152,4 milhões de euros (91,5 milhões) em 2000, um rácio líquido combinado de 133% e 175 funcionários no total, com escritórios no Reino Unido, Alemanha e Benelux.",neutral
"ALEXANDRIA, Virgínia, 23 de maio -- Matti Harkonen e Pentti Sipponen, ambos de Espoo, Finlândia, Osmo Suovaniemi de Helsinque, Finlândia, e Tapani Tiusanen de Vantaa, Finlândia, desenvolveram um dispositivo de prensa de papel.",neutral
"Os clientes agitam os cartões na frente do leitor para fazer pagamentos, de forma semelhante aos cartões ``touch and go'' usados ​​em sistemas de transporte.",neutral
$BBRY belo salto,positive
"Contudo, em Março de 2009, o governo de São Petersburgo cedeu a parte frontal do edifício com uma área de 1.900 metros quadrados e um terreno para um hotel no valor de 10-15 milhões de dólares à empresa Delta.",neutral
Mercado farmacêutico na Bélgica A Global Research & Data Services publicou recentemente uma análise de mercado sobre os mercados farmacêuticos na Bélgica.,neutral
Estima-se que as vendas líquidas anuais do Marimekko Group aumentem em cerca de 10%.,positive
Seu último cargo na Nokia Siemens Networks foi chefe de Recursos Humanos de Negócios da NSN Global IT.,neutral
Os serviços de bem-estar serão importantes no futuro.,neutral
A Teleste espera iniciar as entregas no final de 2009 .,neutral
"Um total de EUR 73,7 milhões será fornecido como dívida sênior garantida de três anos pelo sindicato, envolvendo o Pohjola Bank HEL: POH1S, o braço finlandês do Nordea Bank AB STO: NDA, e o Sampo Bank HEL: SAMAS.",neutral
"Conforme relatado em 26 de junho, “ambos os circuitos continuaram a relatar alternadamente a via como vazia e depois ocupada quase constantemente desde 17 de junho, quando parte do dispositivo de sinalização da via foi substituída, até o momento do acidente, de acordo com a fonte do Metrô”. ''",neutral
$JNK http://stks.co/2Fcm Não quer cair... apetite pelo risco ainda alto,positive
"Cobertura do produto: assados; biscoitos ; cereais matinais Cobertura de dados: histórico e previsões de tamanhos de mercado, participações de empresas, participações de marcas e dados de distribuição.",neutral
O fechamento dessa transação ocorreu hoje.,neutral
Combinação de medicamentos para diabetes da AstraZeneca enfrenta atraso após rejeição da FDA,negative
"A maior parte das entregas inclui diferentes soluções e produtos de amplificadores AC e CXE da belga DINH Telecom , uma empresa de soluções de banda larga adquirida pela Teleste na primavera de 2007 .",neutral
"Após o registo, o capital social da Biotie é de 52.556.678,10 euros.",neutral
"Enquanto isso, a Alfa possui 25,1% da MegaFon através da Altimo, e 4,99% da Turkcell através de uma participação de 18,5% na Cukurova Holding.",neutral
Scanfil emitiu um alerta de lucro em 10 de abril de 2006.,negative
"O mutuário ficou feliz em fazer o roadshow e isso valeu a pena, pois a taxa de acerto foi alta.",positive
"O contrato também inclui corte e afiação de peças de vagões nos centros de serviço de aço da Ruukki em Seinajoki e Raahe, ambos no sudoeste da Finlândia, de onde serão entregues à VR para soldagem e montagem.",neutral
"O shopping center a ser inaugurado em São Petersburgo , na Rússia , em novembro de 2010 , tornará positivo o fluxo de caixa das operações russas da rede finlandesa de lojas de departamentos Stockmann pela primeira vez em 2011 .",positive
A empresa de investimentos finlandesa Neomarkka é a principal proprietária da sucessora da Kuitu Finland.,neutral
"Até agora, a norueguesa Norske Skog reduziu o quadro de funcionários em 1.000 pessoas e planeja reduzir a produção em 200.000 toneladas em 2008, enquanto a finlandesa-sueca Stora Enso cortará o quadro de funcionários em 1.700 pessoas e a produção em 500.000 toneladas.",neutral
"$XLB, o setor mais fraco deste ano e possível falso rompimento http://stks.co/dL1Z",negative
ATUALIZAÇÃO 1-Pearson espera crescer este ano após sólido final de 2014,positive
"A UPM-Kymmene Corp., a maior fabricante mundial de papel para revistas, relatou na terça-feira uma queda de 19% nos lucros, uma vez que os preços mais baixos do papel, os custos mais elevados e um euro forte prejudicaram as receitas.",neutral
"A empresa disse que atualmente a unidade de distribuição francesa Ragot está localizada em Loudeac, Normandia, a unidade de distribuição Waterqueen e o fornecedor de linhas Tortue em Saint Marcel, no centro da França, e a unidade de fabricação de anzóis VMC e a unidade de distribuição de anzóis VMC Europe em Morvillars.",neutral
A Neste Oil Corporation é uma empresa de refino e marketing que se concentra em combustíveis de tráfego limpos e de alta qualidade.,neutral
$NFLX Fácil aumento para 500$ até o final de fevereiro. Então estável conforme ela vai para 600 no segundo relatório de lucros..800$ no final do ano não importa o que aconteça,positive
"A empresa espera receitas de vendas de RMB 8,0 mil milhões em 2009 .",neutral
$ARIA Esta é a razão pela qual os shorts não aparecem... subidas pequenas e longas e constantes. A melhor forma de agregar valor. OMI,positive
"“No geral, estamos satisfeitos com a curva de startups... e estamos satisfeitos com a qualidade do papel”, disse a porta-voz da Stora, Patricia Dietz, na terça-feira.",positive
"Como resultado das negociações, o emprego de 130 funcionários administrativos e administrativos na fábrica de Oulu seria rescindido.",negative
As vendas da Seppala diminuíram 6 por cento.,negative
O valor combinado das encomendas é de quase 3 milhões de euros.,neutral
"A Stora Enso disse que o DeLight é adequado para uma ampla gama de aplicações, incluindo alimentos, cosméticos, decoração de casa e produtos de lazer.",neutral
"As ações da UPM caíram 3 por cento para EURO 12,49 ($ 17,24) no início da tarde em Helsinque.",negative
Mercado farmacêutico na Holanda A Global Research & Data Services publicou recentemente uma análise de mercado sobre os mercados farmacêuticos na Holanda.,neutral
$PCLN Tentando quebrar a linha de tendência diária! Uma grande mudança pode acontecer https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,positive
"A Fortum pretende investir em várias novas unidades de produção, incluindo uma nova unidade de combustão de resíduos na sua central combinada de calor e energia (CHP) de Brista e uma unidade de produção baseada em biocombustíveis na central CHP de Vartan.",neutral
Última hora: Tesla faz recall de todos os carros Modelo X. Detalhes em exibição agora $ TSLA,negative
Grupo BG ainda satisfeito com oferta de US$ 70 bilhões da Shell,positive
@ACInvestorBlog: $SPY eod executado :),positive
Produtos Farmacêuticos - Países Baixos Esta nova análise de mercado oferece uma visão clara da situação real e das perspectivas futuras do mercado farmacêutico nos Países Baixos.,neutral
A capacidade de produção aumentará gradualmente de 170 mil toneladas para 215 mil toneladas.,positive
"A Aviation Systems Maintenance está sediada no Kansas e gerou vendas líquidas de US$ 2,6 milhões em 2008.",neutral
"O preço fixo de aquisição é de NOK 70 (aproximadamente 8,7) milhões de euros e o preço adicional de NOK 15 (EUR 1,8) milhões no máximo.",neutral
Tullow Oil suspende dividendos em meio à queda do preço do petróleo,negative
"A loja está localizada em Poznan, num centro comercial chamado Pestka, acrescentou a empresa.",neutral
"A redução total das emissões de 1999 a 2017 será, portanto, de 41%.",neutral
"A subsidiária da Finnair com sede em Tallinn, Aero AS, transportou 23.335 passageiros, um declínio de 60,8%, em rotas entre Helsínquia e as capitais bálticas e no sul da Finlândia.",neutral
"rosendal em outotec.com Eila Paatela, vice-presidente de comunicações corporativas tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral
"Segundo o acordo , a Larox transferirá 10 funcionários de engenharia e documentação relacionados a projetos de entrega e manutenção de produtos na Finlândia para a Etteplan a partir de 1º de janeiro de 2007 .",neutral
15 de dezembro de 2010 - A fabricante finlandesa-alemã de equipamentos de telecomunicações Nokia Siemens Networks disse hoje que ganhou um contrato para atualizar a rede de rádio da empresa de telecomunicações doméstica Elisa Oyj HEL: ELI1V.,positive
RT @ACInvestorBlog $AAPL ainda está no caminho certo para US$ 500,positive
"Todos os anos, o dividendo é deduzido do preço de subscrição.",neutral
"Além disso, o contrato inclui a modificação da estação de tratamento de efluentes de Follum.",neutral
"O índice OMX Helsinki 25 subiu 0,92 por cento, para 2.518,67, e o índice da carteira Helsinki CAP subiu 0,91 por cento, para 4.711,19.",positive
A empresa finlandesa de equipamentos esportivos Amer Sports disse que decidiu demitir 370 trabalhadores de sua divisão Salomon na França.,negative
O capital social registrado da Tiimari é de 16.474.755 ações hoje.,neutral
"As vendas líquidas do fornecedor finlandês de sistemas de canalização e aquecimento Uponor em operações comerciais contínuas diminuíram para 249,1 milhões de euros em Julho-Setembro de 2008 , em comparação com 262,1 milhões de euros no terceiro trimestre de 2007 .",negative
A finlandesa Aldata Solution assinou um contrato de fornecimento de seu G.O.L.D. sistema a duas cadeias retalhistas francesas.,positive
"$YHOO ação suspeita. Novas partes interessadas (DailyMail) saltam e recuam. Não é curto de forma alguma, mas a ação questiona um grande movimento. Pensamentos?",neutral
"O Grupo possui e opera uma frota de mais de 800 dwt, enquanto a capacidade de contêineres é de 17.000 TEUs, e administra uma frota diversificada de material circulante ferroviário próprio de mais de 17.000 unidades.",neutral
$ CTRP estourando https://t.co/Z2je3rTKch,positive
A recompra das obrigações foi efectuada em mercado aberto de acordo com a secção 7 f dos termos e condições das Obrigações Convertíveis.,neutral
Proposta de $SIGA para reargumento negada pelo juiz,negative
Lucro da Unilever aumenta apesar da queda nas vendas na China,positive
O local cobrirá mais de seis hectares.,neutral
